id,name,uri
1286,HealthCareOntology,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#HealthCareOntology
1039,HealthCare,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#HealthCare
666,"Pharmaceuticals,BiotechnologyandLifeSciences","http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Pharmaceuticals,BiotechnologyandLifeSciences"
2824,Pharmaceuticals,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Pharmaceuticals
12941,PharmaceuticalContractManufacturingServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PharmaceuticalContractManufacturingServices
618,PharmaceuticalProducts,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PharmaceuticalProducts
11183,RespiratoryDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#RespiratoryDrugs
7526,Vaccines,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Vaccines
12257,OncologyDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#OncologyDrugs
1803,GastrointestinalDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#GastrointestinalDrugs
3022,HematologicDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#HematologicDrugs
1494,CentralNervousSystemDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CentralNervousSystemDrugs
5011,GenericPharmaceuticals,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#GenericPharmaceuticals
603,HormonesandHormoneAntagonists,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#HormonesandHormoneAntagonists
536,AutonomicNervousSystemDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#AutonomicNervousSystemDrugs
6536,CardiovascularDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#CardiovascularDrugs
3545,AntiinfectiveDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#AntiinfectiveDrugs
12389,ProteaseInhibitorandAIDStreatments,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#ProteaseInhibitorandAIDStreatments
2973,AntifungalDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#AntifungalDrugs
576,AntiviralDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#AntiviralDrugs
1405,Antibiotics,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Antibiotics
9202,VeterinaryDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#VeterinaryDrugs
12965,PharmaceuticalContractResearchOrganization,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PharmaceuticalContractResearchOrganization
12745,PharmaceuticalContractLaboratories,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PharmaceuticalContractLaboratories
8629,PharmaceuticalResearchandDevelopment,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#PharmaceuticalResearchandDevelopment
10026,NonPrescriptionDrugs,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#NonPrescriptionDrugs
2228,MedicinalChemicalsandBotanicalProducts,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#MedicinalChemicalsandBotanicalProducts
5316,LifeSciencesToolsandServices,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#LifeSciencesToolsandServices
3125,Biotechnology,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#Biotechnology
11781,OrthobiologicalProducts,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#OrthobiologicalProducts
8441,rDNAPharmaceuticals,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#rDNAPharmaceuticals
7453,ProteinandGenomeSequenceProducts,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#ProteinandGenomeSequenceProducts
5522,BiotechnologyResearchEquipmentManufacturers,http://www.semanticweb.org/ektao/ontologies/2021/3/MinervaOntology#BiotechnologyResearchEquipmentManufacturers
